Employee_ID,Gender,Years_Exp,Years_Seniority,Edu_Level,Perf,Job_Role,Job_Family,Job_Level,Job_Location,Market_Median,Salary,Bonus_FY,Total_Compensation
40225HGD,Female,8.6,6.4,bachelors,3.9,Project Manager,Product and Project Management,Senior-Level,"Atlanta, GA",124420.5,99917.3,22500.5,122416.9
59800O2E,Female,6.7,3.5,masters,3.5,Frontend Developer,Software Development,Mid-Level,"Denver, CO",127666.44,104898.5,17500.6,122397.3
19035QL5,Female,6.1,2.6,bachelors,3.6,UX/UI Designer,Design,Mid-Level,"Chicago, IL",99342.17,104895.8,17500.7,122395.6
94815130,Male,4.9,1.1,masters,5.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,102386.5,20000.2,122386.4
75346GAD,Male,6.5,0.5,bachelors,3.1,Data Analyst,Data Science and Engineering,Mid-Level,"Denver, CO",111679.81,104871.5,17500.8,122371.7
97974NB4,Female,7.1,5,bachelors,3.4,Data Analyst,Data Science and Engineering,Mid-Level,"Dallas, TX",100344.26,104871.2,17500.6,122371
261878JX,Female,6.7,1.9,masters,1.7,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,109864.6,12500.4,122363.2
3387258L,Female,8.3,2.4,bachelors,2.2,Project Manager,Product and Project Management,Senior-Level,"Dallas, TX",117823.32,102359.4,20000.9,122359.9
25915UUN,Male,7.1,1.7,doctorate,4.8,Product Owner,Product and Project Management,Senior-Level,"Denver, CO",136277.24,99840,22500,122340.2
35853D1O,Male,7.9,3.4,masters,2,Data Analyst,Data Science and Engineering,Mid-Level,"Denver, CO",111679.81,107322.4,15000.3,122321.5
50558OUJ,Female,6,5.4,bachelors,4.3,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,102320.9,20000.3,122319.9
59675FQ1,Male,6.8,0.1,masters,2,Data Analyst,Data Science and Engineering,Mid-Level,"Los Angeles, CA",170821.81,107314.9,15000.9,122313.4
824476Y2,Male,7,0.2,masters,1.2,Project Manager,Product and Project Management,Senior-Level,"Denver, CO",131133.42,104805.7,17500.7,122305.4
26181HY8,Female,6.6,1.3,doctorate,3,Product Owner,Product and Project Management,Senior-Level,"New York, NY",225164.16,99788.2,22500.9,122288
72738UGF,Female,4.1,3.9,masters,2.4,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,107282.5,15000.8,122281
2177667X,Female,5.8,2,bachelors,2.4,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,107282.1,15000.9,122281.9
8864437C,Male,3.9,2.3,bachelors,2.6,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,107282.9,15000.2,122281.9
72190V4T,Female,3.3,1.2,masters,2.9,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,107282.1,15000.7,122281.1
93680HVO,Female,7.4,5.7,masters,1.8,Mobile Application Developer,Software Development,Mid-Level,"Denver, CO",138973.78,109749.4,12500.3,122249.6
8.87E+10,Female,8.9,3.7,doctorate,2.6,Product Manager,Product and Project Management,Senior-Level,"Dallas, TX",135058.06,102239.3,20000.2,122239
86890YAQ,Female,4.9,1.4,masters,1.5,Frontend Developer,Software Development,Mid-Level,"Austin, TX",134427.24,109733.9,12500.6,122232.9
90330JXQ,Male,3.7,1.5,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,104727.1,17500.1,122226.4
82980OC1,Female,4.9,1.4,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,104727.8,17500.5,122226.2
40130E1Y,Male,6.5,1.2,masters,3.2,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,104727.1,17500.9,122226.6
93967DIP,Female,6,4.9,bachelors,3.9,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,104727.9,17500.7,122226.8
19737F1Y,Female,5.9,2.8,bachelors,2.3,Scrum Master,Product and Project Management,Mid-Level,"San Francisco, CA",225411.29,107213.4,15000.3,122212.3
82921PTA,Male,6.2,1.4,bachelors,2.8,Senior Accountant,Finance,Senior-Level,"Boston, MA",156001.44,102208.9,20000.4,122208.3
82356AI5,Male,4,2.4,masters,2.3,UX/UI Designer,Design,Mid-Level,"Boston, MA",150918.32,107205.2,15000.5,122204.1
91176KR5,Female,10.2,3.2,masters,1.1,Data Engineer,Data Science and Engineering,Senior-Level,"Chicago, IL",133443.27,104670,17500.4,122170.3
669661AE,Male,6.3,2.8,doctorate,1.9,Network Engineer,IT and Systems Management,Senior-Level,"Atlanta, GA",116497.75,104660.7,17500.6,122159.7
23140PWO,Female,3.3,2.6,bachelors,2.8,Backend Developer,Software Development,Mid-Level,"Boston, MA",199199.84,107156.3,15000.6,122156.6
83027CG6,Male,5.6,0.2,masters,2.6,System Administrator,IT and Systems Management,Mid-Level,"Los Angeles, CA",158846.78,107144,15000,122143
891872H0,Male,4.9,1.4,bachelors,2.4,Financial Analyst,Finance,Mid-Level,"Boston, MA",152298.72,107135.1,15000.2,122134.3
49287CMW,Male,5.4,4.1,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,104612.6,17500.4,122111.6
376736T9,Male,8.2,1,doctorate,4.5,Data Engineer,Data Science and Engineering,Senior-Level,"Dallas, TX",127076.94,99607.7,22500.7,122107
67478MWP,Female,4.8,3.4,bachelors,3.2,Frontend Developer,Software Development,Mid-Level,"Los Angeles, CA",195274.44,104597.5,17500.6,122096.3
94767GNB,Male,4.4,0.5,masters,2.8,Frontend Developer,Software Development,Mid-Level,"Seattle, WA",171724.32,107051.7,15000.8,122051.2
562842RF,Female,3.3,1,masters,3.6,Scrum Master,Product and Project Management,Mid-Level,"San Francisco, CA",225411.29,104550.3,17500.7,122049.3
75176H2P,Female,6.7,2.2,masters,3.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,104549.8,17500.6,122049
131892J6,Male,12.3,10.6,bachelors,2.4,DevOps Engineers,IT and Systems Management,Senior-Level,"Atlanta, GA",143480.25,102046.1,20000.3,122046.9
66127PG7,Female,5.1,2.3,bachelors,5.9,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Chicago, IL",101469.48,102039.5,20000.2,122039.1
24366NC9,Female,4.3,3.7,masters,5.6,Quality Assurance Engineer,Quality Assurance,Mid-Level,"San Francisco, CA",186327.96,102039.2,20000.3,122039.1
824632R7,Male,3.8,1.2,masters,5.9,System Administrator,IT and Systems Management,Mid-Level,"San Francisco, CA",179928.58,102037.5,20000.5,122037.8
97172NLF,Male,6.9,3.1,bachelors,2.6,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,107029,15000.7,122028.2
71091J19,Male,3.8,1.1,bachelors,2.1,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,107029.3,15000.4,122028.7
35357L6X,Male,3.5,2.7,bachelors,1.3,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,109517.3,12500.6,122016.6
12538F3M,Female,4.2,2.9,masters,3.5,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,104509.4,17500.1,122009
29924SDU,Female,3.7,2.7,masters,3.4,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,104509.2,17500.6,122009.9
17893JCE,Female,5.7,0.1,masters,5.1,UX/UI Designer,Design,Mid-Level,"Boston, MA",150918.32,102000.2,20000,122000.8
96046WN0,Female,4.6,2.6,masters,2.1,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,106998.9,15000.6,121997.1
25315N9Z,Male,7.5,2.9,masters,2.8,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,106998.2,15000.1,121997.4
21179GYB,Female,3.3,1.1,masters,2.1,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,106998.5,15000.9,121997.7
421760JH,Male,3.2,2.1,masters,1.1,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,109481.4,12500.7,121981.5
782697MO,Female,5.5,1.5,masters,5.6,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,101953.7,20000.2,121953.5
94491VBL,Female,12.5,5.1,bachelors,2.9,Cybersecurity Analyst,IT and Systems Management,Senior-Level,"Seattle, WA",171724.32,101953.8,20000.3,121953.8
48273OZM,Female,4.2,2.3,bachelors,2.9,IT Specialist,IT and Systems Management,Mid-Level,"San Francisco, CA",175394.05,106952.2,15000.1,121952.5
82623PQ7,Female,5.9,0.4,masters,2.4,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,106935.1,15000.6,121935.9
22004V95,Female,5,3,masters,2.2,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,106935.3,15000.9,121935.7
50231MAW,Female,12.5,3,bachelors,3.5,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,99417.2,22500.1,121917.5
55279PJP,Female,12.5,0.3,doctorate,3.1,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,99417.2,22500.5,121917.8
21914DXW,Female,3.9,0.9,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,104389,17500.5,121889.6
676664OQ,Male,5.2,3.8,masters,3.6,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,104389,17500.1,121889.2
875089UL,Female,4,3.2,bachelors,3.2,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,104389.3,17500.7,121889.9
985057WY,Female,5.6,3.9,masters,3.4,Financial Analyst,Finance,Mid-Level,"New York, NY",175556.16,104374.2,17500,121873.2
55900YPN,Female,8.2,7.9,bachelors,4.1,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,96858.8,25000.6,121857.9
194882FZ,Female,5.2,2.2,bachelors,2.6,Backend Developer,Software Development,Mid-Level,"Los Angeles, CA",212569.78,106832.8,15000.7,121832.9
993038M8,Male,8.7,0,doctorate,5.4,Network Engineer,IT and Systems Management,Senior-Level,"Seattle, WA",165155.88,96828.8,25000.1,121828.7
67065A8Z,Female,5.9,2.9,masters,2,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,106822.3,15000.8,121822.5
93200F7O,Female,3.8,2,masters,1.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,109305.6,12500.3,121804.1
71337V11,Female,6.4,1.6,masters,2.1,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,106792.5,15000.4,121792.5
38767JZF,Male,6.5,0,bachelors,2.7,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,106792.5,15000.8,121792.3
27789LLG,Male,5.9,2.2,masters,2.2,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,106792,15000.9,121792
72168KU0,Female,4.8,0.2,bachelors,3.4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,104279.5,17500,121779.3
95006RDA,Male,6.8,3.6,masters,3.4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,104279.9,17500.6,121779.6
562054CI,Female,3.6,2.9,masters,3,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,104279.4,17500.4,121779.3
27849Z90,Male,7.3,0.3,masters,3.5,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,104279.5,17500.4,121779.2
866344FM,Female,5.2,4.2,masters,4.4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,101767.4,20000.7,121766.4
412827UX,Male,5,1.6,masters,5.8,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,101767.8,20000.5,121766.6
71136UCY,Male,5.1,1.3,bachelors,5.2,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,101767.4,20000.2,121766.9
30931W68,Male,5.5,3.8,masters,2.1,Scrum Master,Product and Project Management,Mid-Level,"Austin, TX",136992.19,106746.3,15000.8,121746.2
61567CT6,Female,5.2,2.6,bachelors,3.4,Backend Developer,Software Development,Mid-Level,"Austin, TX",146333.38,104203.4,17500.6,121702.3
134883SD,Female,11.3,7.1,bachelors,3.5,Project Manager,Product and Project Management,Senior-Level,"New York, NY",216665.28,99187.6,22500.1,121687.9
55048HI3,Male,3.9,2.4,bachelors,3.9,System Administrator,IT and Systems Management,Mid-Level,"New York, NY",171587.52,104185.3,17500.3,121684
98678MIJ,Male,4,0.2,masters,3.2,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,104183.9,17500.3,121682.6
37952HKI,Male,3.2,0.6,bachelors,3.3,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,104183.2,17500.2,121682.2
85868UZN,Male,5.6,2.5,bachelors,3.7,Mobile Application Developer,Software Development,Mid-Level,"Chicago, IL",131123.54,104170.7,17500.1,121669
66396ZL4,Female,5.3,3.5,masters,3.9,Data Analyst,Data Science and Engineering,Mid-Level,"Austin, TX",117594.01,104161.9,17500.7,121661.4
69020ZK5,Male,3.7,0.8,bachelors,2.6,Financial Analyst,Finance,Mid-Level,"San Francisco, CA",184090.14,106642.9,15000.3,121642.8
28140AH4,Female,5.6,0.5,bachelors,3.5,Data Analyst,Data Science and Engineering,Mid-Level,"Dallas, TX",100344.26,104120.7,17500,121619.8
638161EM,Female,6.9,4.8,masters,3.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,104115.3,17500.4,121615.2
93071E6J,Female,12.5,11.1,masters,2.8,Product Owner,Product and Project Management,Senior-Level,"Los Angeles, CA",208445.24,101603.7,20000.4,121603.3
53084UF3,Female,6.2,4.2,doctorate,3.6,Product Owner,Product and Project Management,Senior-Level,"Atlanta, GA",129301,99101.1,22500.3,121600.7
25618OZW,Female,7.1,6.6,bachelors,1.3,IT Specialist,IT and Systems Management,Mid-Level,"San Francisco, CA",175394.05,109091,12500.4,121591.1
917497LD,Male,6.3,2.1,masters,4.4,IT Specialist,IT and Systems Management,Mid-Level,"Seattle, WA",136169.4,104087.5,17500.1,121586.7
39806F3V,Male,4.5,0.5,bachelors,2.3,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,106578.7,15000.9,121577.3
78965WOH,Female,7,4.4,masters,3.2,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,104063.8,17500.8,121562.2
30196GWS,Female,4.8,0.4,masters,2.4,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,106554.3,15000,121554.5
48962HVM,Female,4.6,2.4,bachelors,4.7,UX/UI Designer,Design,Mid-Level,"Seattle, WA",141625.32,104053.5,17500.8,121553.9
862159NC,Female,4.3,3.9,masters,4.6,Backend Developer,Software Development,Mid-Level,"Seattle, WA",186933.84,104047.1,17500.3,121546.1
890380I6,Male,7.8,5.7,masters,3.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,104041.4,17500.8,121541.7
29954RDE,Male,6,5.6,bachelors,3.2,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,104041.4,17500,121540
61272KXE,Female,5.4,2,masters,2.5,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,106535.2,15000.2,121535.6
51828QN5,Male,3.2,1,masters,2.2,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106535.2,15000.7,121535.3
232582FZ,Male,7.2,4.9,masters,4.6,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,101535.7,20000.9,121535.9
30172BV3,Female,6.8,1.3,bachelors,4.9,System Administrator,IT and Systems Management,Mid-Level,"Los Angeles, CA",158846.78,103992.8,17500.1,121492.7
15846MPQ,Female,7.7,3.6,bachelors,2.9,IT Specialist,IT and Systems Management,Mid-Level,"Los Angeles, CA",154843.55,106491.5,15000.6,121491.8
85610ULF,Male,6.9,4.6,masters,4.3,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,101452.3,20000.9,121452.8
60425LQN,Male,9.9,8.3,bachelors,4.7,Data Scientist,Data Science and Engineering,Senior-Level,"Dallas, TX",129560.86,98950.7,22500.8,121450.1
14299N5R,Female,3,2.5,masters,3.3,Financial Analyst,Finance,Mid-Level,"San Francisco, CA",184090.14,103944.1,17500.6,121444.7
49844KAK,Male,7.9,4.7,bachelors,3.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,103929.5,17500,121429.1
99414259,Female,4.8,3.9,bachelors,3.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,103929.7,17500.6,121429.6
733929H3,Male,4.8,1.8,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,103929.9,17500,121429.6
59294RWK,Female,6.7,5,masters,2.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106429.6,15000.7,121428.2
28281AFD,Female,4.3,2.7,bachelors,3.8,Data Analyst,Data Science and Engineering,Mid-Level,"Los Angeles, CA",170821.81,103925.5,17500.8,121424.7
17081AN7,Male,7.6,3.9,bachelors,2.5,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Denver, CO",107544.36,106417,15000.1,121417.5
63674GZ8,Female,3.8,2.5,masters,4.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,103905.5,17500.6,121404.4
56811L0L,Female,3.5,2.1,masters,4.6,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,103905.4,17500.2,121404.3
393054UX,Male,3.6,0.7,bachelors,3.6,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,103905.2,17500.6,121404.2
40699LG5,Female,3.2,0.9,bachelors,4.4,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,103905.8,17500.5,121404.3
72304QSB,Female,4.8,2.2,masters,5.5,Frontend Developer,Software Development,Mid-Level,"Seattle, WA",171724.32,101394.9,20000.7,121394.4
76494ERV,Female,3.8,1.3,bachelors,3.8,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,103893.4,17500.6,121392.3
81296009,Female,4.8,1.8,masters,4.9,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,103893.6,17500.3,121392.3
68661UDE,Female,3.4,0.8,bachelors,2.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106375.1,15000.4,121375.4
24821UWX,Male,5.6,4.4,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,103876,17500.4,121375.8
97903CGP,Female,7.3,2.6,bachelors,2.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106375.2,15000.7,121375.4
658099WL,Female,3.6,1.1,bachelors,5.7,IT Specialist,IT and Systems Management,Mid-Level,"Los Angeles, CA",154843.55,101372.7,20000.8,121371.4
68388DIG,Female,7.4,1.7,bachelors,3.5,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,103857.3,17500.1,121356.7
10104EXC,Male,3.3,0.7,bachelors,4.8,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,103857.2,17500,121356.4
3408593U,Male,5.9,2.8,masters,2.5,System Administrator,IT and Systems Management,Mid-Level,"New York, NY",171587.52,106355.8,15000,121355
50556S7M,Female,11.9,3.5,masters,2.4,Network Engineer,IT and Systems Management,Senior-Level,"Chicago, IL",115847.53,101354.2,20000.2,121353.9
43114ZR2,Female,6.1,4.1,bachelors,3,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,103852.6,17500.6,121352.8
318938UC,Female,7.5,4.4,bachelors,3.5,Financial Analyst,Finance,Mid-Level,"Seattle, WA",142920.72,103838.5,17500.4,121338.7
70215NZJ,Male,7.7,3.1,bachelors,3,Financial Analyst,Finance,Mid-Level,"Chicago, IL",100250.82,103838,17500.9,121338.6
86713A2N,Female,6.6,4.9,bachelors,4.3,Financial Analyst,Finance,Mid-Level,"Chicago, IL",100250.82,103838.8,17500.4,121338.1
67708PLA,Female,12.5,1.9,bachelors,4.8,Network Engineer,IT and Systems Management,Senior-Level,"New York, NY",202868.64,98799.2,22500.3,121299.2
61747OWR,Female,4.7,2.1,bachelors,2.3,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,106281.5,15000.9,121281.3
187282GI,Male,4.4,3,bachelors,2,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,106281.1,15000.8,121281.6
82469NEM,Male,4.9,0.9,bachelors,5.5,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,101274.5,20000,121274
794008ZR,Male,12,6.2,masters,4,Database Administrator,IT and Systems Management,Senior-Level,"San Francisco, CA",199087.46,98767.4,22500.1,121267.7
